'Elapsed time','PCG'
'0:02.524',124.000
'0:02.525',185.000
'0:02.525',137.000
'0:02.526',188.000
'0:02.526',163.000
'0:02.527',112.000
'0:02.527',60.000
'0:02.528',47.000
'0:02.528',22.000
'0:02.529',14.000
'0:02.529',21.000
'0:02.530',-35.000
'0:02.530',45.000
'0:02.531',28.000
'0:02.531',66.000
'0:02.532',102.000
'0:02.532',125.000
'0:02.533',135.000
'0:02.533',133.000
'0:02.534',161.000
'0:02.534',137.000
'0:02.535',236.000
'0:02.535',210.000
'0:02.536',200.000
'0:02.536',201.000
'0:02.537',195.000
'0:02.537',221.000
'0:02.538',164.000
'0:02.538',157.000
'0:02.539',169.000
'0:02.539',169.000
'0:02.540',156.000
'0:02.540',151.000
'0:02.541',151.000
'0:02.541',175.000
'0:02.542',215.000
'0:02.542',225.000
'0:02.543',298.000
'0:02.543',299.000
'0:02.544',316.000
'0:02.544',367.000
'0:02.545',333.000
'0:02.545',374.000
'0:02.546',385.000
'0:02.546',363.000
'0:02.547',350.000
'0:02.547',352.000
'0:02.548',348.000
'0:02.548',358.000
'0:02.549',331.000
'0:02.549',294.000
'0:02.550',368.000
'0:02.550',325.000
'0:02.551',301.000
'0:02.551',307.000
'0:02.552',243.000
'0:02.552',289.000
'0:02.553',208.000
'0:02.553',196.000
'0:02.554',190.000
'0:02.554',92.000
'0:02.555',81.000
'0:02.555',93.000
'0:02.556',8.000
'0:02.556',3.000
'0:02.557',-12.000
'0:02.557',-128.000
'0:02.558',-89.000
'0:02.558',-166.000
'0:02.559',-226.000
'0:02.559',-256.000
'0:02.560',-252.000
'0:02.560',-230.000
'0:02.561',-234.000
'0:02.561',-300.000
'0:02.562',-262.000
'0:02.562',-322.000
'0:02.563',-306.000
'0:02.563',-314.000
'0:02.564',-336.000
'0:02.564',-353.000
'0:02.565',-353.000
'0:02.565',-354.000
'0:02.566',-312.000
'0:02.566',-332.000
'0:02.567',-367.000
'0:02.567',-312.000
'0:02.568',-291.000
'0:02.568',-300.000
'0:02.569',-307.000
'0:02.569',-232.000
'0:02.570',-352.000
'0:02.570',-253.000
'0:02.571',-266.000
'0:02.571',-279.000
'0:02.572',-254.000
'0:02.572',-248.000
'0:02.573',-220.000
'0:02.573',-221.000
'0:02.574',-223.000
'0:02.574',-182.000
'0:02.575',-151.000
'0:02.575',-124.000
'0:02.576',-124.000
'0:02.576',-90.000
'0:02.577',-56.000
'0:02.577',-31.000
'0:02.578',49.000
'0:02.578',39.000
'0:02.579',108.000
'0:02.579',95.000
'0:02.580',95.000
'0:02.580',173.000
'0:02.581',108.000
'0:02.581',99.000
'0:02.582',78.000
'0:02.582',39.000
'0:02.583',68.000
'0:02.583',-8.000
'0:02.584',43.000
'0:02.584',0.000
'0:02.585',-30.000
'0:02.585',-54.000
'0:02.586',-57.000
'0:02.586',-87.000
'0:02.587',-165.000
'0:02.587',-158.000
'0:02.588',-238.000
'0:02.588',-237.000
'0:02.589',-201.000
'0:02.589',-304.000
'0:02.590',-307.000
'0:02.590',-204.000
'0:02.591',-198.000
'0:02.591',-205.000
'0:02.592',-176.000
'0:02.592',-226.000
'0:02.593',-241.000
'0:02.593',-161.000
'0:02.594',-256.000
'0:02.594',-188.000
'0:02.595',-226.000
'0:02.595',-210.000
'0:02.596',-163.000
'0:02.596',-194.000
'0:02.597',-195.000
'0:02.597',-188.000
'0:02.598',-104.000
'0:02.598',-15.000
'0:02.599',-59.000
'0:02.599',-25.000
'0:02.600',-10.000
'0:02.600',15.000
'0:02.601',-24.000
'0:02.601',-3.000
'0:02.602',-14.000
'0:02.602',-18.000
'0:02.603',31.000
'0:02.603',38.000
'0:02.604',112.000
'0:02.604',118.000
'0:02.605',136.000
'0:02.605',122.000
'0:02.606',115.000
'0:02.606',125.000
'0:02.607',92.000
'0:02.607',128.000
'0:02.608',154.000
'0:02.608',175.000
'0:02.609',198.000
'0:02.609',131.000
'0:02.610',209.000
'0:02.610',287.000
'0:02.611',286.000
'0:02.611',335.000
'0:02.612',317.000
'0:02.612',378.000
'0:02.613',329.000
'0:02.613',356.000
'0:02.614',374.000
'0:02.614',356.000
'0:02.615',359.000
'0:02.615',333.000
'0:02.616',285.000
'0:02.616',246.000
'0:02.617',234.000
'0:02.617',188.000
'0:02.618',145.000
'0:02.618',146.000
'0:02.619',25.000
'0:02.619',77.000
'0:02.620',-62.000
'0:02.620',-77.000
'0:02.621',-39.000
'0:02.621',-29.000
'0:02.622',-31.000
'0:02.622',-39.000
'0:02.623',-81.000
'0:02.623',-55.000
'0:02.624',-64.000
'0:02.624',-17.000
'0:02.625',-23.000
'0:02.625',8.000
'0:02.626',24.000
'0:02.626',22.000
'0:02.627',42.000
'0:02.627',48.000
'0:02.628',57.000
'0:02.628',60.000
'0:02.629',101.000
'0:02.629',64.000
'0:02.630',64.000
'0:02.630',89.000
'0:02.631',-6.000
'0:02.631',-34.000
'0:02.632',-40.000
'0:02.632',-102.000
'0:02.633',-101.000
'0:02.633',-164.000
'0:02.634',-152.000
'0:02.634',-213.000
'0:02.635',-202.000
'0:02.635',-211.000
'0:02.636',-211.000
'0:02.636',-200.000
'0:02.637',-245.000
'0:02.637',-205.000
'0:02.638',-185.000
'0:02.638',-166.000
'0:02.639',-121.000
'0:02.639',-154.000
'0:02.640',-100.000
'0:02.640',-71.000
'0:02.641',-57.000
'0:02.641',2.000
'0:02.642',-46.000
'0:02.642',20.000
'0:02.643',-15.000
'0:02.643',88.000
'0:02.644',73.000
'0:02.644',116.000
'0:02.645',182.000
'0:02.645',160.000
'0:02.646',263.000
'0:02.646',201.000
'0:02.647',188.000
'0:02.647',202.000
'0:02.648',216.000
'0:02.648',275.000
'0:02.649',223.000
'0:02.649',163.000
'0:02.650',142.000
'0:02.650',154.000
'0:02.651',73.000
'0:02.651',31.000
'0:02.652',77.000
'0:02.652',-37.000
'0:02.653',-44.000
'0:02.653',-33.000
'0:02.654',-74.000
'0:02.654',-97.000
'0:02.655',-77.000
'0:02.655',-51.000
'0:02.656',-140.000
'0:02.656',-176.000
'0:02.657',-121.000
'0:02.657',-188.000
'0:02.658',-164.000
'0:02.658',-191.000
'0:02.659',-171.000
'0:02.659',-211.000
'0:02.660',-166.000
'0:02.660',-91.000
'0:02.661',-154.000
'0:02.661',-118.000
'0:02.662',-153.000
'0:02.662',-98.000
'0:02.663',-86.000
'0:02.663',-96.000
'0:02.664',-75.000
'0:02.664',-91.000
'0:02.665',-55.000
'0:02.665',-70.000
'0:02.666',-53.000
'0:02.666',-98.000
'0:02.667',-114.000
'0:02.667',-88.000
'0:02.668',-148.000
'0:02.668',-127.000
'0:02.669',-131.000
'0:02.669',-86.000
'0:02.670',-155.000
'0:02.670',-171.000
'0:02.671',-178.000
'0:02.671',-206.000
'0:02.672',-203.000
'0:02.672',-204.000
'0:02.673',-155.000
'0:02.673',-139.000
'0:02.674',-141.000
'0:02.674',-112.000
'0:02.675',-75.000
'0:02.675',-12.000
'0:02.676',20.000
'0:02.676',98.000
'0:02.677',186.000
'0:02.677',139.000
'0:02.678',243.000
'0:02.678',213.000
'0:02.679',243.000
'0:02.679',302.000
'0:02.680',269.000
'0:02.680',290.000
'0:02.681',256.000
'0:02.681',267.000
'0:02.682',288.000
'0:02.682',225.000
'0:02.683',283.000
'0:02.683',250.000
'0:02.684',274.000
'0:02.684',269.000
'0:02.685',242.000
'0:02.685',203.000
'0:02.686',225.000
'0:02.686',230.000
'0:02.687',171.000
'0:02.687',190.000
'0:02.688',197.000
'0:02.688',172.000
'0:02.689',177.000
'0:02.689',135.000
'0:02.690',119.000
'0:02.690',89.000
'0:02.691',25.000
'0:02.691',20.000
'0:02.692',9.000
'0:02.692',-32.000
'0:02.693',-32.000
'0:02.693',-12.000
'0:02.694',-26.000
'0:02.694',-29.000
'0:02.695',-18.000
'0:02.695',-37.000
'0:02.696',-3.000
'0:02.696',-22.000
'0:02.697',-31.000
'0:02.697',-50.000
'0:02.698',-81.000
'0:02.698',4.000
'0:02.699',-48.000
'0:02.699',-58.000
'0:02.700',7.000
'0:02.700',-15.000
'0:02.701',31.000
'0:02.701',106.000
'0:02.702',174.000
'0:02.702',148.000
'0:02.703',210.000
'0:02.703',229.000
'0:02.704',160.000
'0:02.704',221.000
'0:02.705',119.000
'0:02.705',156.000
'0:02.706',176.000
'0:02.706',141.000
'0:02.707',145.000
'0:02.707',58.000
'0:02.708',98.000
'0:02.708',46.000
'0:02.709',73.000
'0:02.709',92.000
'0:02.710',19.000
'0:02.710',75.000
'0:02.711',92.000
'0:02.711',111.000
'0:02.712',127.000
'0:02.712',104.000
'0:02.713',176.000
'0:02.713',162.000
'0:02.714',194.000
'0:02.714',134.000
'0:02.715',133.000
'0:02.715',122.000
'0:02.716',71.000
'0:02.716',45.000
'0:02.717',-10.000
'0:02.717',-12.000
'0:02.718',-63.000
'0:02.718',-49.000
'0:02.719',-52.000
'0:02.719',-70.000
'0:02.720',-19.000
'0:02.720',-149.000
'0:02.721',-161.000
'0:02.721',-112.000
'0:02.722',-151.000
'0:02.722',-146.000
'0:02.723',-157.000
'0:02.723',-112.000
'0:02.724',-178.000
'0:02.724',-111.000
'0:02.725',-162.000
'0:02.725',-144.000
'0:02.726',-78.000
'0:02.726',-139.000
'0:02.727',-58.000
'0:02.727',-85.000
'0:02.728',-52.000
'0:02.728',-22.000
'0:02.729',25.000
'0:02.729',-16.000
'0:02.730',-32.000
'0:02.730',-51.000
'0:02.731',-57.000
'0:02.731',-64.000
'0:02.732',-57.000
'0:02.732',-62.000
'0:02.733',-43.000
'0:02.733',-87.000
'0:02.734',-74.000
'0:02.734',-150.000
'0:02.735',-175.000
'0:02.735',-163.000
'0:02.736',-214.000
'0:02.736',-227.000
'0:02.737',-231.000
'0:02.737',-277.000
'0:02.738',-209.000
'0:02.738',-260.000
'0:02.739',-280.000
'0:02.739',-301.000
'0:02.740',-292.000
'0:02.740',-325.000
'0:02.741',-339.000
'0:02.741',-325.000
'0:02.742',-445.000
'0:02.742',-332.000
'0:02.743',-397.000
'0:02.743',-392.000
'0:02.744',-407.000
'0:02.744',-415.000
'0:02.745',-450.000
'0:02.745',-455.000
'0:02.746',-469.000
'0:02.746',-468.000
'0:02.747',-544.000
'0:02.747',-587.000
'0:02.748',-691.000
'0:02.748',-717.000
'0:02.749',-796.000
'0:02.749',-854.000
'0:02.750',-965.000
'0:02.750',-978.000
'0:02.751',-900.000
'0:02.751',-762.000
'0:02.752',-278.000
'0:02.752',-10.000
'0:02.753',195.000
'0:02.753',358.000
'0:02.754',438.000
'0:02.754',388.000
'0:02.755',138.000
'0:02.755',-334.000
'0:02.756',-813.000
'0:02.756',-1390.000
'0:02.757',-2082.000
'0:02.757',-2738.000
'0:02.758',-3112.000
'0:02.758',-3358.000
'0:02.759',-3342.000
'0:02.759',-3071.000
'0:02.760',-2464.000
'0:02.760',-1517.000
'0:02.761',-573.000
'0:02.761',326.000
'0:02.762',1160.000
'0:02.762',2034.000
'0:02.763',2940.000
'0:02.763',3613.000
'0:02.764',4059.000
'0:02.764',4268.000
'0:02.765',4326.000
'0:02.765',4357.000
'0:02.766',4317.000
'0:02.766',4107.000
'0:02.767',3719.000
'0:02.767',3289.000
'0:02.768',2877.000
'0:02.768',2585.000
'0:02.769',2315.000
'0:02.769',1994.000
'0:02.770',1665.000
'0:02.770',1329.000
'0:02.771',1019.000
'0:02.771',918.000
'0:02.772',707.000
'0:02.772',533.000
'0:02.773',310.000
'0:02.773',74.000
'0:02.774',-186.000
'0:02.774',-483.000
'0:02.775',-746.000
'0:02.775',-1084.000
'0:02.776',-1323.000
'0:02.776',-1569.000
'0:02.777',-1772.000
'0:02.777',-1941.000
'0:02.778',-2057.000
'0:02.778',-2044.000
'0:02.779',-2087.000
'0:02.779',-1899.000
'0:02.780',-1587.000
'0:02.780',-1267.000
'0:02.781',-829.000
'0:02.781',-354.000
'0:02.782',6.000
'0:02.782',314.000
'0:02.783',569.000
'0:02.783',674.000
'0:02.784',687.000
'0:02.784',682.000
'0:02.785',494.000
'0:02.785',302.000
'0:02.786',71.000
'0:02.786',-188.000
'0:02.787',-301.000
'0:02.787',-457.000
'0:02.788',-473.000
'0:02.788',-411.000
'0:02.789',-289.000
'0:02.789',-119.000
'0:02.790',84.000
'0:02.790',225.000
'0:02.791',421.000
'0:02.791',623.000
'0:02.792',664.000
'0:02.792',720.000
'0:02.793',610.000
'0:02.793',537.000
'0:02.794',388.000
'0:02.794',223.000
'0:02.795',99.000
'0:02.795',3.000
'0:02.796',-131.000
'0:02.796',-135.000
'0:02.797',-125.000
'0:02.797',-81.000
'0:02.798',-115.000
'0:02.798',5.000
'0:02.799',73.000
'0:02.799',117.000
'0:02.800',183.000
'0:02.800',134.000
'0:02.801',102.000
'0:02.801',-105.000
'0:02.802',-201.000
'0:02.802',-438.000
'0:02.803',-686.000
'0:02.803',-822.000
'0:02.804',-966.000
'0:02.804',-1112.000
'0:02.805',-1175.000
'0:02.805',-1200.000
'0:02.806',-1220.000
'0:02.806',-1163.000
'0:02.807',-1119.000
'0:02.807',-1066.000
'0:02.808',-942.000
'0:02.808',-919.000
'0:02.809',-783.000
'0:02.809',-705.000
'0:02.810',-689.000
'0:02.810',-599.000
'0:02.811',-506.000
'0:02.811',-565.000
'0:02.812',-435.000
'0:02.812',-397.000
'0:02.813',-367.000
'0:02.813',-239.000
'0:02.814',-229.000
'0:02.814',-162.000
'0:02.815',-95.000
'0:02.815',-83.000
'0:02.816',-82.000
'0:02.816',-67.000
'0:02.817',-99.000
'0:02.817',-30.000
'0:02.818',-46.000
'0:02.818',-54.000
'0:02.819',-37.000
'0:02.819',-64.000
'0:02.820',-42.000
'0:02.820',-52.000
'0:02.821',-76.000
'0:02.821',28.000
'0:02.822',65.000
'0:02.822',76.000
'0:02.823',137.000
'0:02.823',199.000
'0:02.824',248.000
'0:02.824',266.000
'0:02.825',293.000
'0:02.825',309.000
'0:02.826',325.000
'0:02.826',301.000
'0:02.827',372.000
'0:02.827',406.000
'0:02.828',351.000
'0:02.828',328.000
'0:02.829',382.000
'0:02.829',342.000
'0:02.830',353.000
'0:02.830',376.000
'0:02.831',354.000
'0:02.831',404.000
'0:02.832',446.000
'0:02.832',397.000
'0:02.833',400.000
'0:02.833',423.000
'0:02.834',474.000
'0:02.834',457.000
'0:02.835',503.000
'0:02.835',534.000
'0:02.836',513.000
'0:02.836',523.000
'0:02.837',550.000
'0:02.837',494.000
'0:02.838',473.000
'0:02.838',426.000
'0:02.839',361.000
'0:02.839',371.000
'0:02.840',308.000
'0:02.840',271.000
'0:02.841',165.000
'0:02.841',172.000
'0:02.842',131.000
'0:02.842',88.000
'0:02.843',83.000
'0:02.843',7.000
'0:02.844',-35.000
'0:02.844',-6.000
'0:02.845',-72.000
'0:02.845',-48.000
'0:02.846',-78.000
'0:02.846',-46.000
'0:02.847',-71.000
'0:02.847',-93.000
'0:02.848',-102.000
'0:02.848',-84.000
'0:02.849',-51.000
'0:02.849',-19.000
'0:02.850',-19.000
'0:02.850',37.000
'0:02.851',55.000
'0:02.851',5.000
'0:02.852',79.000
'0:02.852',97.000
'0:02.853',70.000
'0:02.853',118.000
'0:02.854',150.000
'0:02.854',107.000
'0:02.855',124.000
'0:02.855',123.000
'0:02.856',83.000
'0:02.856',98.000
'0:02.857',126.000
'0:02.857',145.000
'0:02.858',208.000
'0:02.858',156.000
'0:02.859',216.000
'0:02.859',291.000
'0:02.860',262.000
'0:02.860',283.000
'0:02.861',330.000
'0:02.861',298.000
'0:02.862',319.000
'0:02.862',290.000
'0:02.863',353.000
'0:02.863',367.000
'0:02.864',339.000
'0:02.864',364.000
'0:02.865',383.000
'0:02.865',378.000
'0:02.866',440.000
'0:02.866',430.000
'0:02.867',402.000
'0:02.867',405.000
'0:02.868',335.000
'0:02.868',361.000
'0:02.869',308.000
'0:02.869',313.000
'0:02.870',220.000
'0:02.870',264.000
'0:02.871',194.000
'0:02.871',185.000
'0:02.872',224.000
'0:02.872',155.000
'0:02.873',153.000
'0:02.873',165.000
'0:02.874',142.000
'0:02.874',86.000
'0:02.875',90.000
'0:02.875',38.000
'0:02.876',16.000
'0:02.876',-70.000
'0:02.877',-105.000
'0:02.877',-166.000
'0:02.878',-211.000
'0:02.878',-299.000
'0:02.879',-326.000
'0:02.879',-387.000
'0:02.880',-449.000
'0:02.880',-515.000
'0:02.881',-593.000
'0:02.881',-616.000
'0:02.882',-674.000
'0:02.882',-666.000
'0:02.883',-666.000
'0:02.883',-708.000
'0:02.884',-688.000
'0:02.884',-734.000
'0:02.885',-685.000
'0:02.885',-712.000
'0:02.886',-679.000
'0:02.886',-696.000
'0:02.887',-711.000
'0:02.887',-736.000
'0:02.888',-793.000
'0:02.888',-747.000
'0:02.889',-820.000
'0:02.889',-804.000
'0:02.890',-788.000
'0:02.890',-856.000
'0:02.891',-823.000
'0:02.891',-839.000
'0:02.892',-796.000
'0:02.892',-722.000
'0:02.893',-753.000
'0:02.893',-747.000
'0:02.894',-739.000
'0:02.894',-702.000
'0:02.895',-626.000
'0:02.895',-566.000
'0:02.896',-583.000
'0:02.896',-517.000
'0:02.897',-488.000
'0:02.897',-527.000
'0:02.898',-438.000
'0:02.898',-394.000
'0:02.899',-394.000
'0:02.899',-356.000
'0:02.900',-288.000
'0:02.900',-243.000
'0:02.901',-185.000
'0:02.901',-189.000
'0:02.902',-108.000
'0:02.902',10.000
'0:02.903',43.000
'0:02.903',-18.000
'0:02.904',97.000
'0:02.904',113.000
'0:02.905',151.000
'0:02.905',178.000
'0:02.906',190.000
'0:02.906',212.000
'0:02.907',230.000
'0:02.907',315.000
'0:02.908',298.000
'0:02.908',321.000
'0:02.909',401.000
'0:02.909',408.000
'0:02.910',460.000
'0:02.910',465.000
'0:02.911',457.000
'0:02.911',505.000
'0:02.912',485.000
'0:02.912',533.000
'0:02.913',464.000
'0:02.913',465.000
'0:02.914',474.000
'0:02.914',428.000
'0:02.915',431.000
'0:02.915',464.000
'0:02.916',441.000
'0:02.916',473.000
'0:02.917',434.000
'0:02.917',463.000
'0:02.918',485.000
'0:02.918',563.000
'0:02.919',563.000
'0:02.919',557.000
'0:02.920',578.000
'0:02.920',639.000
'0:02.921',639.000
'0:02.921',588.000
'0:02.922',610.000
'0:02.922',605.000
'0:02.923',586.000
'0:02.923',630.000
'0:02.924',542.000
'0:02.924',526.000
'0:02.925',523.000
'0:02.925',559.000
'0:02.926',518.000
'0:02.926',458.000
'0:02.927',525.000
'0:02.927',499.000
'0:02.928',484.000
'0:02.928',385.000
'0:02.929',413.000
'0:02.929',359.000
'0:02.930',312.000
'0:02.930',335.000
'0:02.931',282.000
'0:02.931',273.000
'0:02.932',274.000
'0:02.932',243.000
'0:02.933',277.000
'0:02.933',236.000
'0:02.934',236.000
'0:02.934',200.000
'0:02.935',212.000
'0:02.935',126.000
'0:02.936',107.000
'0:02.936',122.000
'0:02.937',41.000
'0:02.937',34.000
'0:02.938',97.000
'0:02.938',67.000
'0:02.939',87.000
'0:02.939',29.000
'0:02.940',52.000
'0:02.940',36.000
'0:02.941',31.000
'0:02.941',57.000
'0:02.942',5.000
'0:02.942',51.000
'0:02.943',16.000
'0:02.943',-6.000
'0:02.944',-58.000
'0:02.944',-76.000
'0:02.945',-111.000
'0:02.945',-148.000
'0:02.946',-140.000
'0:02.946',-206.000
'0:02.947',-183.000
'0:02.947',-229.000
'0:02.948',-275.000
'0:02.948',-290.000
'0:02.949',-301.000
'0:02.949',-344.000
'0:02.950',-369.000
'0:02.950',-409.000
'0:02.951',-425.000
'0:02.951',-486.000
'0:02.952',-456.000
'0:02.952',-527.000
'0:02.953',-514.000
'0:02.953',-592.000
'0:02.954',-563.000
'0:02.954',-582.000
'0:02.955',-569.000
'0:02.955',-567.000
'0:02.956',-541.000
'0:02.956',-507.000
'0:02.957',-528.000
'0:02.957',-533.000
'0:02.958',-455.000
'0:02.958',-501.000
'0:02.959',-467.000
'0:02.959',-508.000
'0:02.960',-463.000
'0:02.960',-501.000
'0:02.961',-438.000
'0:02.961',-410.000
'0:02.962',-418.000
'0:02.962',-351.000
'0:02.963',-358.000
'0:02.963',-334.000
'0:02.964',-328.000
'0:02.964',-299.000
'0:02.965',-245.000
'0:02.965',-266.000
'0:02.966',-196.000
'0:02.966',-210.000
'0:02.967',-273.000
'0:02.967',-148.000
'0:02.968',-168.000
'0:02.968',-165.000
'0:02.969',-122.000
'0:02.969',-168.000
'0:02.970',-145.000
'0:02.970',-122.000
'0:02.971',-128.000
'0:02.971',-149.000
'0:02.972',-142.000
'0:02.972',-132.000
'0:02.973',-144.000
'0:02.973',-65.000
'0:02.974',-106.000
'0:02.974',-85.000
'0:02.975',-68.000
'0:02.975',-39.000
'0:02.976',-8.000
'0:02.976',-71.000
'0:02.977',19.000
'0:02.977',-90.000
'0:02.978',0.000
'0:02.978',-6.000
'0:02.979',-14.000
'0:02.979',60.000
'0:02.980',-16.000
'0:02.980',36.000
'0:02.981',83.000
'0:02.981',130.000
'0:02.982',126.000
'0:02.982',186.000
'0:02.983',240.000
'0:02.983',216.000
'0:02.984',307.000
'0:02.984',312.000
'0:02.985',281.000
'0:02.985',306.000
'0:02.986',284.000
'0:02.986',364.000
'0:02.987',305.000
'0:02.987',403.000
'0:02.988',408.000
'0:02.988',457.000
'0:02.989',515.000
'0:02.989',475.000
'0:02.990',522.000
'0:02.990',580.000
'0:02.991',519.000
'0:02.991',606.000
'0:02.992',585.000
'0:02.992',545.000
'0:02.993',521.000
'0:02.993',568.000
'0:02.994',459.000
'0:02.994',435.000
'0:02.995',442.000
'0:02.995',366.000
'0:02.996',345.000
'0:02.996',274.000
'0:02.997',217.000
'0:02.997',240.000
'0:02.998',170.000
'0:02.998',150.000
'0:02.999',108.000
'0:02.999',91.000
'0:03.000',45.000
'0:03.000',42.000
'0:03.001',38.000
'0:03.001',-24.000
'0:03.002',-15.000
'0:03.002',-87.000
'0:03.003',-73.000
'0:03.003',-189.000
'0:03.004',-293.000
'0:03.004',-400.000
'0:03.005',-325.000
'0:03.005',136.000
'0:03.006',384.000
'0:03.006',503.000
'0:03.007',579.000
'0:03.007',485.000
'0:03.008',441.000
'0:03.008',323.000
'0:03.009',235.000
'0:03.009',127.000
'0:03.010',-5.000
'0:03.010',-103.000
'0:03.011',-259.000
'0:03.011',-315.000
'0:03.012',-393.000
'0:03.012',-464.000
'0:03.013',-493.000
'0:03.013',-542.000
'0:03.014',-502.000
'0:03.014',-569.000
'0:03.015',-538.000
'0:03.015',-544.000
'0:03.016',-569.000
'0:03.016',-509.000
'0:03.017',-471.000
'0:03.017',-395.000
'0:03.018',-362.000
'0:03.018',-257.000
'0:03.019',-205.000
'0:03.019',-98.000
'0:03.020',3.000
'0:03.020',23.000
'0:03.021',209.000
'0:03.021',236.000
'0:03.022',300.000
'0:03.022',397.000
'0:03.023',389.000
'0:03.023',457.000
'0:03.024',519.000
'0:03.024',489.000
'0:03.025',462.000
'0:03.025',450.000
'0:03.026',422.000
'0:03.026',296.000
'0:03.027',344.000
'0:03.027',259.000
'0:03.028',230.000
'0:03.028',197.000
'0:03.029',178.000
'0:03.029',185.000
'0:03.030',118.000
'0:03.030',141.000
'0:03.031',98.000
'0:03.031',75.000
'0:03.032',107.000
'0:03.032',53.000
'0:03.033',57.000
'0:03.033',44.000
'0:03.034',5.000
'0:03.034',45.000
'0:03.035',21.000
'0:03.035',-12.000
'0:03.036',-61.000
'0:03.036',-80.000
'0:03.037',-128.000
'0:03.037',-154.000
'0:03.038',-133.000
'0:03.038',-221.000
'0:03.039',-271.000
'0:03.039',-281.000
'0:03.040',-338.000
'0:03.040',-338.000
'0:03.041',-365.000
'0:03.041',-398.000
'0:03.042',-480.000
'0:03.042',-464.000
'0:03.043',-512.000
'0:03.043',-523.000
'0:03.044',-516.000
'0:03.044',-570.000
'0:03.045',-612.000
'0:03.045',-613.000
'0:03.046',-626.000
'0:03.046',-622.000
'0:03.047',-566.000
'0:03.047',-477.000
'0:03.048',-464.000
'0:03.048',-407.000
'0:03.049',-331.000
'0:03.049',-316.000
'0:03.050',-234.000
'0:03.050',-229.000
'0:03.051',-211.000
'0:03.051',-203.000
'0:03.052',-130.000
'0:03.052',-102.000
'0:03.053',-26.000
'0:03.053',6.000
'0:03.054',-69.000
'0:03.054',29.000
'0:03.055',-15.000
'0:03.055',-17.000
'0:03.056',25.000
'0:03.056',-91.000
'0:03.057',-46.000
'0:03.057',-73.000
'0:03.058',-47.000
'0:03.058',-45.000
'0:03.059',-71.000
'0:03.059',-66.000
'0:03.060',-97.000
'0:03.060',-64.000
'0:03.061',-122.000
'0:03.061',-75.000
'0:03.062',-37.000
'0:03.062',-54.000
'0:03.063',38.000
'0:03.063',9.000
'0:03.064',100.000
'0:03.064',130.000
'0:03.065',239.000
'0:03.065',307.000
'0:03.066',317.000
'0:03.066',430.000
'0:03.067',505.000
'0:03.067',550.000
'0:03.068',528.000
'0:03.068',597.000
'0:03.069',562.000
'0:03.069',503.000
'0:03.070',564.000
'0:03.070',506.000
'0:03.071',482.000
'0:03.071',471.000
'0:03.072',381.000
'0:03.072',399.000
'0:03.073',366.000
'0:03.073',313.000
'0:03.074',272.000
'0:03.074',283.000
'0:03.075',214.000
'0:03.075',172.000
'0:03.076',148.000
'0:03.076',70.000
'0:03.077',53.000
'0:03.077',-21.000
'0:03.078',-58.000
'0:03.078',-106.000
'0:03.079',-189.000
'0:03.079',-193.000
'0:03.080',-243.000
'0:03.080',-299.000
'0:03.081',-287.000
'0:03.081',-353.000
'0:03.082',-367.000
'0:03.082',-364.000
'0:03.083',-427.000
'0:03.083',-443.000
'0:03.084',-440.000
'0:03.084',-495.000
'0:03.085',-516.000
'0:03.085',-509.000
'0:03.086',-587.000
'0:03.086',-572.000
'0:03.087',-542.000
'0:03.087',-549.000
'0:03.088',-479.000
'0:03.088',-490.000
'0:03.089',-443.000
'0:03.089',-396.000
'0:03.090',-340.000
'0:03.090',-291.000
'0:03.091',-261.000
'0:03.091',-196.000
'0:03.092',-166.000
'0:03.092',-119.000
'0:03.093',-96.000
'0:03.093',31.000
'0:03.094',75.000
'0:03.094',66.000
'0:03.095',151.000
'0:03.095',183.000
'0:03.096',216.000
'0:03.096',248.000
'0:03.097',204.000
'0:03.097',299.000
'0:03.098',276.000
'0:03.098',323.000
'0:03.099',327.000
'0:03.099',307.000
'0:03.100',376.000
'0:03.100',337.000
'0:03.101',432.000
'0:03.101',399.000
'0:03.102',399.000
'0:03.102',438.000
'0:03.103',437.000
'0:03.103',428.000
'0:03.104',416.000
'0:03.104',395.000
'0:03.105',420.000
'0:03.105',371.000
'0:03.106',368.000
'0:03.106',310.000
'0:03.107',334.000
'0:03.107',333.000
'0:03.108',355.000
'0:03.108',331.000
'0:03.109',300.000
'0:03.109',306.000
'0:03.110',304.000
'0:03.110',355.000
'0:03.111',274.000
'0:03.111',283.000
'0:03.112',305.000
'0:03.112',268.000
'0:03.113',249.000
'0:03.113',257.000
'0:03.114',189.000
'0:03.114',233.000
'0:03.115',163.000
'0:03.115',161.000
'0:03.116',67.000
'0:03.116',112.000
'0:03.117',42.000
'0:03.117',34.000
'0:03.118',-9.000
'0:03.118',-17.000
'0:03.119',39.000
'0:03.119',2.000
'0:03.120',77.000
'0:03.120',40.000
'0:03.121',39.000
'0:03.121',103.000
'0:03.122',11.000
'0:03.122',88.000
'0:03.123',89.000
'0:03.123',47.000
'0:03.124',142.000
'0:03.124',129.000
'0:03.125',59.000
'0:03.125',97.000
'0:03.126',127.000
'0:03.126',23.000
'0:03.127',60.000
'0:03.127',70.000
'0:03.128',-2.000
'0:03.128',-18.000
'0:03.129',-43.000
'0:03.129',-111.000
'0:03.130',-121.000
'0:03.130',-163.000
'0:03.131',-184.000
